"국가별","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월","2026.06 월","2026.07 월",
"칠레","무역수지[천불]","천불","-112795","-375673","-356786","-298738","-496652","-336028","-330317","-211353","-323720","-242255","-134106","-258545","-242289","-140890","-318224","-409823","-255436","-271881","-243905","-109975","-176543","-290777","-378882","-221127","-243002","-253941","-587196","-424302","-433523","-647085","-369460",
"노르웨이","수출금액[천불]","천불","33345","32871","33610","24474","48844","28316","28526","25641","32245","35774","31839","95573","34939","25660","34932","44553","57180","41251","48825","42931","43568","49696","61397","78190","44451","36897","274184","163174","254826","58616","91094",
"노르웨이","수입금액[천불]","천불","101888","144524","99660","103228","119541","89746","96253","160081","91025","100994","157361","131830","124259","114510","190755","195420","118544","96901","107367","105863","221912","109544","256830","146920","103475","114036","125227","156970","157862","212029","123201",
"노르웨이","무역수지[천불]","천불","-68543","-111653","-66050","-78754","-70697","-61430","-67727","-134440","-58780","-65220","-125522","-36257","-89321","-88850","-155823","-150867","-61364","-55650","-58542","-62932","-178344","-59848","-195432","-68731","-59024","-77139","148957","6204","96964","-153413","-32106",
"그리스","수출금액[천불]","천불","249217","41120","45450","123959","127150","105432","28337","229818","35048","103081","249802","47954","27196","48244","44564","53697","139403","41743","44421","40969","333496","20070","33903","123457","359956","47947","343597","358425","41198","124903","252219",
"그리스","수입금액[천불]","천불","219499","6528","165821","136776","171269","95386","15406","24092","104137","12503","13466","127559","93660","13754","55478","30504","7830","21012","18444","6499","18329","78100","70678","68578","82167","43935","136821","99406","14468","90571","63222",
"그리스","무역수지[천불]","천불","29718","34592","-120370","-12817","-44119","10045","12930","205725","-69089","90579","236335","-79604","-66464","34490","-10915","23194","131573","20731","25976","34470","315167","-58030","-36775","54880","277790","4012","206775","259019","26731","34332","188998",
"헝가리","수출금액[천불]","천불","541249","499909","431940","445551","459856","468582","499528","464052","355497","284654","420551","308605","254477","331913","424792","367086","390046","379769","351906","211584","290803","257721","353979","266312","282137","420143","372460","375909","250124","392398","267530",
"헝가리","수입금액[천불]","천불","47499","73926","59728","57243","51444","63991","58356","64593","57918","68490","48801","82355","56487","85967","65005","69188","54205","82207","70088","67195","76703","74917","54766","64335","71360","67710","62315","61313","65780","113568","64956",
"헝가리","무역수지[천불]","천불","493750","425983","372212","388308","408412","404591","441172","399459","297579","216164","371750","226250","197990","245946","359787","297898","335841","297562","281818","144389","214100","182805","299213","201977","210777","352433","310144","314596","184345","278830","202574",
"이집트","수출금액[천불]","천불","108292","111399","119653","113592","110507","87010","109043","95880","147914","151429","89506","122180","91578","117239","129732","102423","87295","182463","95748","150177","175761","98488","311929","125315","126402","274132","142420","275987","147656","152815","272662",
"이집트","수입금액[천불]","천불","58400","88467","4967","5961","4666","4360","6932","5127","5466","6302","3879","7077","5990","5045","5113","11996","4849","3900","6010","4796","5634","7016","5974","5365","8483","4396","47876","18850","83314","5085","10763",
"이집트","무역수지[천불]","천불","49892","22932","114686","107631","105841","82650","102111","90754","142448","145127","85627","115103","85587","112194","124619","90427","82446","178563","89738","145381","170128","91472","305955","119949","117918","269736","94544","257137","64342","147730","261898",
"남아프리카공화국","수출금액[천불]","천불","59122","56296","66886","55376","52024","72297","64887","59482","50299","48184","49451","72863","39935","45008","67854","72997","56249","62352","67697","74450","107750","37644","55633","77734","62800","48086","78335","80192","62788","76534","68347",
"남아프리카공화국","수입금액[천불]","천불","221256","288088","162351","200455","298667","174651","126364","138104","200657","237095","245825","335605","263378","247938","114157","213877","129707","121807","154458","170814","173384","139600","213946","283957","388719","318004","266805","152783","292359","224485","273135",
"남아프리카공화국","무역수지[천불]","천불","-162134","-231792","-95465","-145079","-246644","-102353","-61478","-78622","-150358","-188911","-196375","-262742","-223444","-202930","-46303","-140880","-73458","-59455","-86761","-96365","-65634","-101957","-158313","-206224","-325919","-269918","-188470","-72591","-229571","-147951","-204787",
"체코공화국","수출금액[천불]","천불","275674","294309","303005","276636","288015","218006","292363","283773","295627","280971","251713","269489","281161","304913","295076","340865","231881","274760","351975","294339","291441","255131","319006","265350","217817","257316","361029","371277","379222","370566","363607",
"체코공화국","수입금액[천불]","천불","85034","101608","102089","122089","86719","94193","137741","91132","139151","141584","117725","145699","78232","90350","92163","131787","97173","129231","105271","79484","120365","84637","71004","197165","95031","232636","158905","145425","136354","104260","118187",
"체코공화국","무역수지[천불]","천불","190639","192700","200916","154547","201296","123813","154622","192641","156476","139387","133988","123790","202929","214564","202913","209078","134707","145528","246704","214855","171076","170494","248003","68186","122786","24680","202124","225852","242868","266306","245420",
"바하마","수출금액[천불]","천불","1220","794","1272","1486","1055","627","1097","107288","907","1399","935","625","113268","1778","116828","1439","959","935","116359","409","1521","314","1952","1908","99444","286","219360","771","233164","130912","236016",
"바하마","수입금액[천불]","천불","0","4","1","2","1","3","6","1","2","344","3","3","0","3","2","1","4","6","1","4","5","2","1","3","2","0","3","3","275","0","3",
"바하마","무역수지[천불]","천불","1220","790","1271","1484","1054","625","1091","107287","905","1055","932","622","113267","1775","116826","1438","956","929","116358","405","1516","312","1951","1906","99442","286","219357","768","232889","130911","236012",
"우즈베크","수출금액[천불]","천불","141818","149347","133745","144055","146461","169266","141807","123211","141075","151599","143197","134280","110091","144964","130199","142419","122760","134090","131457","142990","190937","138120","203170","195681","148465","151871","166950","181029","158862","149854","182239",
"우즈베크","수입금액[천불]","천불","1749","621","1016","542","1255","1661","1236","1676","1449","1639","1899","878","1166","2297","666","2676","1049","1487","3086","1296","1935","2264","1565","2710","1412","1511","2098","2695","1884","2205","7060",
"우즈베크","무역수지[천불]","천불","140069","148727","132729","143513","145206","167606","140571","121535","139627","149960","141298","133402","108925","142667","129533","139743","121711","132603","128371","141694","189002","135856","201605","192970","147053","150360","164852","178334","156978","147649","175179",
"나이지리아","수출금액[천불]","천불","65258","50248","58391","54891","40694","32615","59047","56724","52671","52206","60049","66136","41086","46713","41624","44672","41614","39519","44302","47844","61071","43303","34292","45800","36194","36093","54720","42445","53315","57751","56105",
"나이지리아","수입금액[천불]","천불","65162","81459","58245","41477","144853","167521","189201","196637","202254","226468","96600","142009","79948","69543","6509","40070","47410","38446","48207","79857","9409","74770","3595","67712","108994","47219","36660","199764","110638","185083","192062",
"나이지리아","무역수지[천불]","천불","96","-31211","146","13413","-104159","-134906","-130155","-139913","-149583","-174262","-36551","-75873","-38862","-22830","35114","4602","-5796","1073","-3905","-32013","51662","-31467","30697","-21913","-72800","-11126","18060","-157319","-57323","-127331","-135956",
"이스라엘","수출금액[천불]","천불","110913","109878","137781","131532","124317","147343","139225","161394","168301","180141","209558","200704","175268","218570","211388","193196","140594","151189","100571","127709","144817","168537","145745","153889","157248","121938","157823","141175","146860","174166","164077",
"이스라엘","수입금액[천불]","천불","120357","110476","89920","108918","102777","95799","89241","118846","96931","81758","130282","121441","136296","102612","155700","147817","149157","83455","119386","130909","99355","93178","132396","178435","122865","126832","123868","215929","132789","161465","171752",
"이스라엘","무역수지[천불]","천불","-9444","-598","47861","22614","21539","51543","49984","42549","71370","98383","79276","79263","38973","115957","55689","45379","-8563","67734","-18815","-3199","45462","75359","13349","-24546","34383","-4894","33955","-74754","14071","12701","-7675",
"몰타","수출금액[천불]","천불","83565","606943","81941","11971","324585","11978","74349","267485","200890","169854","18012","460634","181194","9096","543500","416240","138300","184032","7292","9876","184911","226998","186809","423234","13220","404753","188073","277716","250627","699668","15927",
"몰타","수입금액[천불]","천불","32245","45490","6818","27942","13512","22657","36570","37801","5186","33305","32116","30379","16984","14678","25417","8043","8119","7881","19178","24716","50853","30641","13441","48165","35392","18273","3738","4200","1619","3582","2896",
"몰타","무역수지[천불]","천불","51320","561453","75123","-15972","311073","-10679","37779","229684","195704","136549","-14104","430256","164211","-5582","518082","408197","130182","176151","-11886","-14841","134058","196358","173368","375069","-22172","386479","184335","273517","249009","696086","13031",
"방글라데시","수출금액[천불]","천불","156358","140816","83335","78287","79372","104279","101782","84051","120904","104845","116775","129784","99100","156177","180433","121140","143311","126377","120557","131916","128369","218691","173648","158303","112214","146672","381029","343220","264602","197364","81240",
"방글라데시","수입금액[천불]","천불","67111","66973","71696","58937","32837","39760","41976","42810","94825","62930","58130","44917","52092","64353","63977","53012","30324","37705","34852","59871","66666","53612","46966","49803","45432","58400","66430","41077","35661","30660","38440",
